nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords?[0]	coords?[1]	coords?[2]	coords?[3]	coords?[4]	coords?[5]	unk02	map	dupa
427	205	24	19	30000.00000000	-30000.00000000	u,湖泊要塞\0	1614	1594	143168	44864	1024	1024	0.05000000	a,fortress_24_19\0	0
428	205	25	19	30000.00000000	-30000.00000000	u,盆地要塞\0	1791	1513	175968	34720	1024	1024	0.05000000	a,fortress_25_19\0	0
429	205	23	24	30000.00000000	-30000.00000000	u,白沙灘要塞\0	1424	2343	110432	201024	1024	1024	0.05000000	a,fortress_23_24\0	0
430	205	24	15	30000.00000000	-30000.00000000	u,前哨基地要塞\0	1636	973	143168	-86208	1024	1024	0.05000000	a,fortress_24_15\0	0
431	205	22	16	30000.00000000	-30000.00000000	u,沼澤要塞\0	1175	1015	65856	-65344	1024	1024	0.05000000	a,fortress_22_16\0	0
432	205	23	13	30000.00000000	-30000.00000000	u,遺蹟要塞\0	1371	621	102304	-151840	1024	1024	0.05000000	a,fortress_23_13\0	0
433	205	20	22	30000.00000000	-30000.00000000	u,芙羅蘭邊境要塞\0	841	2034	608	142944	1024	1024	0.05000000	a,fortress_20_22\0	0
434	205	18	20	30000.00000000	-30000.00000000	u,薄霧山脈邊境要塞\0	559	1783	-63296	77184	1024	1024	0.05000000	a,fortress_18_20\0	0
435	205	21	22	30000.00000000	-30000.00000000	u,塔諾邊境要塞\0	1124	2028	44800	133408	1024	1024	0.05000000	a,fortress_21_22\0	0
436	205	20	20	30000.00000000	-30000.00000000	u,巨龍士伯吟邊境要塞\0	924	1791	1408	77632	1024	1024	0.05000000	a,fortress_20_20\0	0
437	205	22	20	30000.00000000	-30000.00000000	u,地龍的邊境要塞\0	1229	1785	69184	77088	1024	1024	0.05000000	a,fortress_22_20\0	0
438	205	23	17	30000.00000000	-1100.00000000	u,西部國境邊境要塞\0	1406	1172	103776	-20736	1024	1024	0.05000000	a,fortress_23_17\0	0
439	205	23	20	30000.00000000	-30000.00000000	u,獵人的邊境要塞\0	1460	1803	110400	77536	1024	1024	0.05000000	a,fortress_23_20\0	0
440	205	22	23	30000.00000000	-30000.00000000	u,平原邊境要塞\0	1168	2253	65984	175008	1024	1024	0.05000000	a,fortress_22_23\0	0
441	205	23	16	30000.00000000	-30000.00000000	u,死靈的邊境要塞\0	1329	1056	98624	-61920	1024	1024	0.05000000	a,fortress_23_16\0	0
442	205	22	15	30000.00000000	-30000.00000000	u,聖者邊境要塞\0	1185	852	68032	-98112	1024	1024	0.05000000	a,fortress_22_15\0	0
443	240	20	16	-1300.00000000	-30000.00000000	u,地下收容所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
444	205	23	17	-1100.00000000	-30000.00000000	u,西部國境守備隊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
445	250	16	20	30000.00000000	-6000.00000000	u,第1據點\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
446	250	17	19	30000.00000000	-3000.00000000	u,第2據點\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
447	249	17	19	30000.00000000	-3000.00000000	u,第3據點\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
451	24	18	16	30000.00000000	-4500.00000000	u,夢幻島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
452	255	17	16	-5500.00000000	-13800.00000000	u,地下競技場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
453	255	19	26	-6500.00000000	-15500.00000000	u,托里士的工作所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
454	254	19	26	-6500.00000000	-15500.00000000	u,托里士的工作所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
455	253	19	26	-7500.00000000	-15500.00000000	u,空間之塔\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
456	252	19	26	-8500.00000000	-13500.00000000	u,空間之塔\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
457	255	18	25	-5000.00000000	-30000.00000000	u,奈雅之塔\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
458	255	20	24	-5000.00000000	-12000.00000000	u,奈雅之塔\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
459	254	21	25	-5500.00000000	-6800.00000000	u,地下收容所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
460	255	17	11	-6500.00000000	-8500.00000000	u,欲界 (深淵之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
461	255	18	11	-6500.00000000	-8500.00000000	u,欲界 (深淵之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
462	255	19	11	-6500.00000000	-8500.00000000	u,欲界 (深淵之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
463	255	20	11	-6500.00000000	-8500.00000000	u,邊緣欲界 (惡夢之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
464	255	21	11	-7000.00000000	-9000.00000000	u,邊緣欲界 (惡夢之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
465	254	17	11	-6500.00000000	-8500.00000000	u,近緣欲界 (深淵之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
466	254	18	11	-6500.00000000	-8500.00000000	u,近緣欲界 (深淵之廳)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
467	252	19	23	-4200.00000000	-5100.00000000	u,螞蟻洞窟\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
468	255	17	12	30000.00000000	-30000.00000000	u,欲界 (深淵迷宮)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
469	255	18	12	30000.00000000	-30000.00000000	u,欲界 (深淵迷宮)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
470	255	19	12	30000.00000000	-30000.00000000	u,欲界 (深淵迷宮)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
471	255	20	12	30000.00000000	-30000.00000000	u,欲界 (深淵迷宮)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
472	255	22	11	30000.00000000	-30000.00000000	u,惡魔島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
473	254	22	11	30000.00000000	-30000.00000000	u,海賊隧道\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
474	254	17	15	-5000.00000000	-10000.00000000	u,柯雷塔的晶體\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
475	254	17	17	-5000.00000000	-10000.00000000	u,柯雷塔的晶體\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
476	254	18	15	-5000.00000000	-10000.00000000	u,柯雷塔的晶體\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
477	27	0	0	30000.00000000	-30000.00000000	u,破滅之種\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
478	26	0	0	30000.00000000	-30000.00000000	u,不滅之種\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
479	255	12	24	-8000.00000000	-15000.00000000	u,真龍王座\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
480	254	12	24	-8000.00000000	-15000.00000000	u,破滅要塞\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
481	253	12	24	-8000.00000000	-15000.00000000	u,斥候迴廊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
482	252	12	24	-8000.00000000	-15000.00000000	u,中央廣場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
483	251	12	24	-8000.00000000	-15000.00000000	u,破滅的入口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
484	255	14	24	-10600.00000000	-13100.00000000	u,死亡關口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
485	254	14	24	-7000.00000000	-10600.00000000	u,苦痛棺室\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
486	254	14	24	-10600.00000000	-13100.00000000	u,侵蝕棺室\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
487	254	14	24	-13100.00000000	-16500.00000000	u,不滅的心臟部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
488	255	15	25	30000.00000000	-30000.00000000	u,古魯丁飛空艇碼頭\0	93	2574	-159904	241632	1024	1024	0.05000000	a,map_airship_harbor_gludio\0	0
489	255	14	25	30000.00000000	-30000.00000000	u,柯塞勒斯同盟聯合基地\0	725	2483	-195008	232576	1024	1024	0.05000000	a,map_union_base_of_kserth\0	1
490	255	13	25	30000.00000000	-30000.00000000	u,裂縫\0	579	2543	-226016	232640	1024	1024	0.04200000	a,map_cleft\0	1
491	255	21	17	-8000.00000000	-9450.00000000	u,邊緣菲拉卡 (魯因)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
492	255	99	99	30000.00000000	-30000.00000000	u,邊境\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
493	240	20	16	30000.00000000	-1300.00000000	u,魯因城\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
494	255	16	11	30000.00000000	-30000.00000000	u,夢幻結界\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
495	255	16	13	30000.00000000	-30000.00000000	u,夢幻結界\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
496	255	17	24	30000.00000000	-30000.00000000	u,黎明君主們的聖殿\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
497	254	17	24	30000.00000000	-30000.00000000	u,使徒的古代公墓 (過去)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
500	28	14	23	30000.00000000	-30000.00000000	u,殄滅之種\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	1
501	246	23	15	-2700.00000000	-4000.00000000	u,沉默修道院\0	-1	-1	104192	-92416	1024	1024	0.05000000	a,dungeon_map_silence1\0	0
502	246	23	15	-90.00000000	-2690.00000000	u,沉默修道院\0	-1	-1	102912	-89088	1024	1024	0.05000000	a,dungeon_map_silence2\0	0
503	246	23	15	2000.00000000	-50.00000000	u,沉默修道院\0	-1	-1	102912	-89088	1024	1024	0.05000000	a,dungeon_map_silence3\0	0
504	250	21	10	-5200.00000000	-7410.00000000	u,沉默修道院\0	-1	-1	40960	-253952	1024	1024	0.05000000	a,dungeon_map_21_10\0	0
505	254	21	10	-5200.00000000	-7800.00000000	u,沉默修道院\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
506	251	22	10	-7150.00000000	-8900.00000000	u,沉默修道院\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
507	253	22	10	-9350.00000000	-9750.00000000	u,猛獸放牧場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
508	249	21	16	-800.00000000	-1280.00000000	u,魯因城鎮\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
509	248	22	21	30000.00000000	-30000.00000000	u,監視者之墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
